rest_time,heart_rate_stop,heart_rate_start,speed_stop,speed_start,altitude_stop,altitude_start,total_running_time,HRR
16.0,155.0,149.0,15.9552,0.774,196.2,199.0,1394.0,6.0
23.0,157.0,136.0,15.6528,0.0,199.2,196.4,1422.0,21.0
30.0,159.0,116.0,14.814,0.0324,175.6,173.6,136.0,43.0
31.0,164.0,122.0,14.3424,0.1008,172.4,175.2,373.0,42.0
170.0,158.0,81.0,14.4432,0.504,171.6,175.6,485.0,77.0
92.0,150.0,99.0,12.1608,5.3424,171.0,170.8,577.0,51.0
27.0,146.0,125.0,11.3184,0.0,176.2,176.4,972.0,21.0
270.0,152.0,81.0,12.9672,0.234,179.6,173.2,1594.0,71.0
166.0,155.0,98.0,12.5964,0.1332,174.8,173.6,2767.0,57.0
345.0,155.0,87.0,12.9672,0.3348,174.6,176.8,3257.0,68.0
15.0,166.0,128.0,12.798,0.0,200.0,207.6,31.0,38.0
26.0,169.0,145.0,18.1728,0.27,168.4,170.0,1112.0,24.0
37.0,163.0,175.0,12.2616,0.4032,171.2,175.0,113.0,-12.0
28.0,162.0,162.0,11.7576,0.0,170.0,170.6,143.0,0.0
95.0,166.0,102.0,16.7292,2.8872,156.6,159.8,1240.0,64.0
10.0,163.0,157.0,15.1488,12.5964,199.4,214.4,2410.0,6.0
263.0,163.0,61.0,12.5964,0.3024,177.8,179.6,162.0,102.0
196.0,146.0,84.0,11.8224,0.0684,176.2,177.8,639.0,62.0
140.0,142.0,73.0,12.2256,0.1692,178.2,179.4,713.0,69.0
183.0,117.0,67.0,15.7212,0.3348,177.2,209.6,734.0,50.0
31.0,137.0,106.0,12.06,5.7096,177.6,178.0,1039.0,31.0
48.0,126.0,79.0,12.4632,0.0,175.2,176.2,1086.0,47.0
55.0,83.0,71.0,4.7016,0.0324,176.4,177.8,1089.0,12.0
16.0,138.0,117.0,12.3264,0.3348,189.2,192.6,1332.0,21.0
54.0,117.0,78.0,5.1048,0.0684,192.6,201.2,1336.0,39.0
286.0,126.0,68.0,11.1852,0.1332,194.2,194.2,1369.0,58.0
70.0,159.0,102.0,14.8788,0.1692,177.4,184.8,2423.0,57.0
141.0,151.0,88.0,12.8988,0.234,176.6,175.8,2809.0,63.0
39.0,152.0,102.0,11.3544,0.234,174.8,175.6,3016.0,50.0
7.0,129.0,126.0,14.814,3.2904,173.6,174.4,3039.0,3.0
31.0,159.0,128.0,13.2336,0.0324,178.0,181.8,313.0,31.0
301.0,159.0,76.0,12.2256,0.4032,179.8,203.8,510.0,83.0
25.0,103.0,92.0,11.8908,0.0324,185.6,188.6,530.0,11.0
33.0,147.0,109.0,12.3624,0.1692,173.0,175.6,745.0,38.0
29.0,145.0,126.0,9.2376,4.7016,172.0,171.8,830.0,19.0
116.0,149.0,93.0,13.3704,0.4356,168.6,170.2,1080.0,56.0
7.0,147.0,136.0,12.2256,0.2016,173.2,172.8,1409.0,11.0
444.0,182.0,67.0,13.6728,0.0,189.0,216.8,272.0,115.0
5.0,170.0,153.0,11.286,5.7456,188.4,188.8,372.0,17.0
19.0,166.0,166.0,10.314,0.0,171.6,170.0,35.0,0.0
23.0,164.0,164.0,11.0844,0.0,190.4,188.4,167.0,0.0
49.0,166.0,163.0,13.032,3.996,180.6,181.0,162.0,3.0
42.0,140.0,99.0,11.6208,0.0,186.0,180.2,1466.0,41.0
55.0,142.0,98.0,12.8304,0.0,179.6,179.6,2104.0,44.0
25.0,169.0,117.0,13.2336,0.1332,174.2,183.2,727.0,52.0
46.0,156.0,111.0,11.9592,0.0,174.4,174.4,1676.0,45.0
18.0,165.0,117.0,12.1932,0.0,185.6,181.6,3023.0,48.0
28.0,152.0,102.0,11.9916,0.0684,186.2,191.6,3048.0,50.0
399.0,168.0,85.0,12.9672,3.492,185.0,198.8,3173.0,83.0
41.0,157.0,93.0,11.8584,5.2416,180.0,182.2,3292.0,64.0
13.0,163.0,141.0,13.2696,0.3348,187.8,186.4,3401.0,22.0
1.0,169.0,167.0,13.2336,13.2336,201.2,201.2,3490.0,2.0
54.0,165.0,96.0,13.068,3.4272,175.0,175.0,1437.0,69.0
63.0,167.0,92.0,13.7052,0.1008,219.2,219.2,481.0,75.0
147.0,168.0,75.0,11.4552,0.2016,213.4,218.0,1088.0,93.0
30.0,167.0,101.0,12.798,0.0684,218.0,221.4,1145.0,66.0
289.0,166.0,80.0,11.3868,0.0,214.2,220.8,1405.0,86.0
5.0,178.0,147.0,13.4028,7.1892,213.8,214.0,2404.0,31.0
599.0,167.0,94.0,14.2416,5.4756,206.0,217.8,2438.0,73.0
5.0,144.0,136.0,10.1772,4.0968,209.4,210.8,3264.0,8.0
3.0,166.0,150.0,13.3704,13.1328,144.0,144.6,227.0,16.0
43.0,157.0,93.0,14.0076,0.3348,176.0,201.8,264.0,64.0
30.0,163.0,106.0,11.6568,4.3668,180.0,200.6,428.0,57.0
2.0,154.0,154.0,13.032,12.6648,187.0,184.8,448.0,0.0
27.0,147.0,121.0,13.536,0.3348,167.4,177.6,708.0,26.0
160.0,129.0,78.0,15.7536,0.234,168.0,165.6,726.0,51.0
125.0,134.0,77.0,12.9312,0.0684,171.6,172.8,840.0,57.0
39.0,134.0,89.0,9.3708,0.0,161.0,163.0,1252.0,45.0
42.0,129.0,85.0,13.2336,0.0324,165.4,184.0,1300.0,44.0
172.0,129.0,78.0,11.9232,0.3348,177.6,168.2,1348.0,51.0
12.0,130.0,112.0,13.6044,0.0324,170.8,171.8,1390.0,18.0
57.0,136.0,74.0,11.9232,0.0324,180.6,179.2,1503.0,62.0
2.0,170.0,170.0,11.6208,11.052,180.2,182.2,36.0,0.0
31.0,165.0,118.0,12.4956,0.0,179.6,175.4,226.0,47.0
65.0,169.0,75.0,13.302,0.1692,173.0,174.8,332.0,94.0
58.0,149.0,79.0,13.6368,0.1692,173.8,180.4,417.0,70.0
14.0,135.0,118.0,9.4716,0.0324,174.4,174.0,981.0,17.0
87.0,144.0,76.0,12.1608,0.1332,174.2,173.6,1006.0,68.0
12.0,150.0,118.0,10.782,0.1008,174.0,175.2,1265.0,32.0
255.0,147.0,86.0,12.1248,0.4032,177.0,176.0,1619.0,61.0
290.0,149.0,76.0,12.1248,0.234,176.2,189.6,1822.0,73.0
270.0,147.0,70.0,12.7296,0.234,172.4,175.6,435.0,77.0
214.0,152.0,69.0,14.3424,0.0,178.4,180.2,516.0,83.0
70.0,137.0,79.0,11.8224,0.0,180.4,177.4,931.0,58.0
13.0,132.0,119.0,12.5964,0.0,179.0,178.6,971.0,13.0
366.0,132.0,78.0,12.4632,0.1332,184.6,182.8,1007.0,54.0
156.0,157.0,78.0,15.1812,0.1008,187.4,187.2,1310.0,79.0
257.0,150.0,90.0,14.0076,4.1976,175.6,176.4,1846.0,60.0
81.0,146.0,89.0,12.564,0.1692,177.8,187.2,2280.0,57.0
47.0,141.0,98.0,11.9916,0.0,173.6,173.8,2500.0,43.0
19.0,139.0,121.0,11.1168,0.1008,180.4,178.4,2977.0,18.0
224.0,153.0,87.0,14.5116,3.0564,168.8,176.0,3222.0,66.0
416.0,147.0,78.0,13.1004,0.234,172.0,187.2,3524.0,69.0
2.0,126.0,124.0,11.8584,11.3544,194.8,194.4,3563.0,2.0
10.0,136.0,120.0,11.3184,0.0324,176.6,177.4,3595.0,16.0
112.0,166.0,87.0,14.2416,0.1692,149.4,147.4,221.0,79.0
9.0,87.0,105.0,0.0,0.1008,147.4,148.0,222.0,-18.0
1.0,174.0,174.0,17.838,17.838,169.8,170.0,2052.0,0.0
332.0,174.0,94.0,12.8304,0.0684,170.0,170.8,2053.0,80.0
10.0,147.0,142.0,13.8384,0.1008,165.4,166.8,2125.0,5.0
9.0,178.0,191.0,12.4956,0.1332,166.0,164.4,285.0,-13.0
38.0,163.0,94.0,11.52,0.0684,173.8,168.4,361.0,69.0
146.0,166.0,85.0,13.4028,2.3832,168.4,159.4,1204.0,81.0
48.0,166.0,118.0,13.032,0.0,170.4,168.8,2152.0,48.0
305.0,152.0,80.0,13.4352,0.27,171.2,173.6,2900.0,72.0
149.0,151.0,90.0,13.4028,0.3024,169.2,170.2,4582.0,61.0
7.0,139.0,136.0,9.4392,0.1008,178.0,179.8,5493.0,3.0
11.0,143.0,135.0,12.528,0.2016,178.6,180.0,5857.0,8.0
8.0,113.0,129.0,19.584,2.5848,171.0,172.8,19.0,-16.0
4.0,168.0,166.0,14.9148,9.0036,176.6,176.8,85.0,2.0
31.0,169.0,133.0,14.7816,0.1692,167.4,167.6,240.0,36.0
140.0,147.0,83.0,12.7656,0.1008,192.6,193.4,1672.0,64.0
31.0,143.0,115.0,13.2012,0.0324,181.2,184.4,1986.0,28.0
50.0,144.0,106.0,13.1688,0.0324,187.8,187.8,3431.0,38.0
47.0,140.0,96.0,13.068,0.0,183.2,183.4,3573.0,44.0
4.0,141.0,139.0,13.536,12.8304,195.6,201.0,3713.0,2.0
9.0,160.0,133.0,8.9676,0.0324,169.0,168.8,482.0,27.0
23.0,135.0,114.0,11.1528,3.258,176.0,178.2,826.0,21.0
12.0,138.0,112.0,11.556,0.0,178.2,177.8,886.0,26.0
108.0,137.0,82.0,11.6208,0.4032,185.2,180.6,971.0,55.0
112.0,144.0,78.0,12.6288,0.3348,184.6,177.2,1642.0,66.0
180.0,140.0,90.0,13.032,3.2256,182.0,178.0,2982.0,50.0
8.0,132.0,124.0,11.79,1.512,181.0,179.8,3210.0,8.0
189.0,171.0,92.0,13.8744,0.1332,244.0,232.0,264.0,79.0
59.0,173.0,125.0,17.4348,5.3064,232.2,233.8,471.0,48.0
4.0,163.0,163.0,16.6284,15.8868,237.4,236.6,683.0,0.0
3.0,161.0,158.0,10.8144,4.8708,236.4,234.0,684.0,3.0
61.0,156.0,111.0,8.3988,4.7016,233.6,229.0,685.0,45.0
54.0,165.0,127.0,16.83,5.544,229.6,235.8,901.0,38.0
73.0,166.0,116.0,16.3584,4.266,227.8,232.4,1125.0,50.0
62.0,166.0,124.0,17.064,5.2056,232.0,236.8,1337.0,42.0
56.0,166.0,127.0,16.9308,5.3748,227.0,236.6,1554.0,39.0
57.0,166.0,126.0,16.6284,4.9032,223.8,235.4,1775.0,40.0
56.0,166.0,126.0,16.9308,5.3748,230.2,233.6,1996.0,40.0
58.0,165.0,127.0,16.6284,5.7096,232.6,240.8,2215.0,38.0
550.0,167.0,97.0,17.334,5.3424,228.2,232.8,2427.0,70.0
43.0,162.0,103.0,13.7376,0.0,189.2,192.2,89.0,59.0
50.0,150.0,91.0,14.4792,0.1332,171.6,170.2,441.0,59.0
89.0,151.0,88.0,14.6448,3.8628,188.4,188.8,1626.0,63.0
180.0,154.0,97.0,14.7456,0.6372,179.8,179.6,3056.0,57.0
100.0,152.0,100.0,14.58,0.1692,173.8,182.0,4755.0,52.0
28.0,147.0,128.0,14.1768,0.0,172.0,175.6,6021.0,19.0
6.0,156.0,147.0,13.806,6.9516,193.8,192.6,244.0,9.0
169.0,152.0,68.0,12.798,0.234,174.0,176.2,902.0,84.0
1.0,76.0,103.0,4.536,0.0,179.4,179.6,0.0,-27.0
365.0,169.0,102.0,14.1768,0.4716,182.4,189.0,100.0,67.0
34.0,165.0,105.0,14.31,0.1332,188.4,181.2,239.0,60.0
169.0,166.0,65.0,14.814,0.1008,182.6,176.4,434.0,101.0
154.0,168.0,75.0,13.1328,0.0684,179.8,178.8,800.0,93.0
2.0,167.0,159.0,14.076,14.076,185.2,185.8,94.0,8.0
62.0,165.0,83.0,14.3784,0.0,157.4,167.6,273.0,82.0
112.0,138.0,89.0,12.9312,5.8464,179.0,181.2,1435.0,49.0
81.0,134.0,79.0,12.3264,0.1008,182.6,182.2,3240.0,55.0
3.0,134.0,132.0,12.2256,12.06,179.0,180.2,3781.0,2.0
23.0,166.0,115.0,11.6568,0.0,172.2,171.0,485.0,51.0
265.0,130.0,83.0,10.8828,3.7296,175.6,176.8,1814.0,47.0
11.0,144.0,127.0,12.294,0.1332,173.6,174.2,2875.0,17.0
104.0,153.0,99.0,14.6808,0.2016,182.4,179.8,3441.0,54.0
176.0,161.0,95.0,14.3784,0.5724,165.6,168.4,5395.0,66.0
30.0,167.0,93.0,12.8664,0.2016,214.0,212.8,209.0,74.0
300.0,131.0,65.0,10.8828,0.0324,174.2,176.6,717.0,66.0
40.0,139.0,77.0,9.3708,0.0,193.0,191.4,884.0,62.0
90.0,145.0,84.0,12.3624,0.0,181.6,184.8,1341.0,61.0
6.0,138.0,134.0,12.528,0.1008,155.2,156.0,2285.0,4.0
5.0,140.0,134.0,12.3948,2.3832,187.8,187.0,460.0,6.0
619.0,137.0,67.0,12.06,0.9756,188.4,201.2,480.0,70.0
32.0,144.0,88.0,13.572,0.3708,188.4,191.8,745.0,56.0
31.0,146.0,106.0,14.2092,0.0324,181.8,187.0,1714.0,40.0
4957.0,161.0,73.0,15.3828,0.0,200.0,172.6,1952.0,88.0
82.0,148.0,91.0,13.6044,0.0324,176.8,176.2,1567.0,57.0
23.0,142.0,117.0,15.2496,0.6048,171.8,173.4,1628.0,25.0
100.0,145.0,86.0,13.2012,0.27,182.0,179.8,2718.0,59.0
177.0,138.0,74.0,13.1688,0.3708,178.2,173.4,1320.0,64.0
178.0,136.0,80.0,14.04,0.0324,176.2,174.2,2036.0,56.0
5.0,132.0,126.0,12.6648,4.5,175.4,175.2,3546.0,6.0
114.0,169.0,49.0,11.3544,0.1008,185.2,184.4,156.0,120.0
174.0,140.0,70.0,13.6728,0.3024,172.8,179.4,1884.0,70.0
127.0,151.0,102.0,15.318,0.4716,178.8,178.8,4013.0,49.0
6.0,152.0,145.0,14.1408,0.0,175.8,175.0,4622.0,7.0
102.0,152.0,103.0,14.2092,0.1692,169.8,200.0,6043.0,49.0
10.0,143.0,151.0,15.3504,0.0,180.8,188.0,7888.0,-8.0
30.0,147.0,97.0,11.1852,0.0684,182.6,179.6,76.0,50.0
6.0,152.0,134.0,12.6648,0.4356,162.0,161.2,392.0,18.0
171.0,137.0,62.0,12.528,0.27,160.4,171.0,521.0,75.0
193.0,131.0,82.0,8.4996,4.266,171.2,168.2,606.0,49.0
72.0,121.0,57.0,7.524,0.0,169.2,173.8,781.0,64.0
79.0,123.0,68.0,10.8828,0.0684,171.6,171.2,1289.0,55.0
147.0,136.0,63.0,12.6648,0.1332,173.6,170.4,1386.0,73.0
100.0,133.0,59.0,11.4192,0.1332,173.6,171.6,1574.0,74.0
6.0,153.0,141.0,14.9148,0.0324,179.0,182.2,88.0,12.0
17.0,149.0,124.0,13.068,0.1008,197.6,194.4,259.0,25.0
1.0,145.0,145.0,14.1768,14.1768,175.8,175.8,423.0,0.0
10.0,151.0,142.0,12.2616,0.0324,180.6,179.6,1383.0,9.0
20.0,160.0,109.0,12.1248,2.3184,197.6,194.6,141.0,51.0
203.0,165.0,75.0,14.8464,3.9312,171.4,169.2,451.0,90.0
159.0,167.0,88.0,18.8784,0.0,170.2,171.0,788.0,79.0
157.0,167.0,97.0,18.576,0.0324,175.6,172.8,1134.0,70.0
158.0,166.0,93.0,17.7372,2.9232,169.4,172.2,1485.0,73.0
73.0,166.0,109.0,18.0396,4.7016,171.0,175.0,1649.0,57.0
74.0,166.0,119.0,17.6004,0.0,168.4,170.4,1820.0,47.0
41.0,167.0,134.0,18.7452,4.6692,185.4,172.8,1899.0,33.0
41.0,168.0,131.0,18.846,3.2256,179.4,168.2,1981.0,37.0
38.0,169.0,143.0,18.3744,2.4516,175.0,172.0,2062.0,26.0
293.0,169.0,87.0,18.9792,3.6612,181.4,174.0,2143.0,82.0
33.0,150.0,130.0,11.4192,0.0,189.4,192.8,2234.0,20.0
410.0,140.0,70.0,12.06,0.0684,164.6,178.8,1692.0,70.0
29.0,185.0,78.0,11.8584,0.1008,170.2,173.6,148.0,107.0
103.0,143.0,78.0,14.3784,0.1692,173.6,172.6,1372.0,65.0
6.0,128.0,124.0,12.528,5.544,174.8,174.6,2522.0,4.0
11.0,132.0,120.0,12.3624,0.2016,168.8,168.6,2574.0,12.0
22.0,155.0,143.0,14.9796,0.1332,170.4,167.2,206.0,12.0
38.0,148.0,96.0,14.1408,0.2016,167.8,166.4,493.0,52.0
22.0,148.0,127.0,14.5116,0.0684,163.6,165.6,1253.0,21.0
39.0,150.0,110.0,14.2776,0.1008,182.6,178.6,1355.0,40.0
8.0,152.0,142.0,14.2416,12.1608,165.0,165.4,1454.0,10.0
13.0,162.0,130.0,13.032,2.6856,171.4,171.6,2486.0,32.0
3.0,147.0,134.0,12.4956,8.9352,172.2,173.6,2499.0,13.0
17.0,161.0,107.0,12.1248,0.1692,187.0,187.6,164.0,54.0
139.0,143.0,84.0,12.9672,0.1332,174.4,177.6,1068.0,59.0
103.0,149.0,95.0,13.4352,0.1008,175.6,181.6,1945.0,54.0
50.0,151.0,108.0,13.068,0.2016,170.0,174.6,2803.0,43.0
17.0,147.0,128.0,13.2012,0.1332,174.4,174.6,3358.0,19.0
8.0,146.0,138.0,13.5036,3.8304,169.8,170.4,3598.0,8.0
5.0,174.0,157.0,13.7376,2.754,171.6,171.2,251.0,17.0
58.0,164.0,83.0,11.6892,0.0324,174.8,173.6,305.0,81.0
58.0,167.0,71.0,13.1328,0.0324,178.0,178.2,368.0,96.0
135.0,158.0,72.0,11.4876,6.3144,182.6,181.8,533.0,86.0
4.0,159.0,140.0,11.4552,11.1852,182.2,182.4,563.0,19.0
234.0,155.0,71.0,13.2696,0.1692,172.4,179.4,696.0,84.0
181.0,158.0,67.0,11.4192,0.2016,170.8,170.6,968.0,91.0
295.0,146.0,70.0,12.3264,0.0684,182.4,179.6,1203.0,76.0
10.0,134.0,114.0,12.9996,0.3708,177.8,178.2,1235.0,20.0
17.0,157.0,157.0,14.8788,0.0,221.4,220.0,23.0,0.0
34.0,170.0,117.0,14.2092,0.1692,223.2,221.4,311.0,53.0
23.0,163.0,127.0,13.1328,0.1332,204.8,205.8,1403.0,36.0
335.0,159.0,75.0,14.7816,0.1008,203.4,213.2,1422.0,84.0
13.0,140.0,121.0,12.6648,3.9312,182.4,186.0,93.0,19.0
2.0,148.0,147.0,14.076,13.806,181.4,181.2,437.0,1.0
11.0,151.0,135.0,12.5964,0.0,191.0,199.2,1306.0,16.0
2.0,143.0,141.0,12.024,11.556,194.2,194.4,1337.0,2.0
14.0,154.0,134.0,11.6208,0.0324,179.0,191.2,1409.0,20.0
10.0,166.0,164.0,14.1084,0.0,220.6,223.6,93.0,2.0
22.0,165.0,130.0,13.536,0.0,231.0,230.6,155.0,35.0
57.0,144.0,128.0,11.052,0.0,226.6,227.0,608.0,16.0
39.0,141.0,105.0,22.8744,0.0324,226.2,224.8,621.0,36.0
27.0,154.0,121.0,23.6484,0.0,224.0,222.4,641.0,33.0
80.0,141.0,75.0,12.4956,0.0,225.4,224.6,656.0,66.0
18.0,123.0,102.0,10.9836,0.2016,191.2,190.6,483.0,21.0
3.0,123.0,119.0,10.2456,10.0764,175.4,176.4,1579.0,4.0
19.0,139.0,90.0,10.278,0.1008,188.0,190.2,1723.0,49.0
29.0,131.0,83.0,10.7136,0.0324,184.6,197.4,1860.0,48.0
32.0,180.0,112.0,13.4712,0.234,153.0,164.6,321.0,68.0
107.0,153.0,93.0,14.2776,0.0,174.6,175.0,1315.0,60.0
50.0,137.0,101.0,12.0924,0.0684,169.8,171.6,1369.0,36.0
9.0,147.0,140.0,12.6648,0.0,172.6,174.2,2338.0,7.0
10.0,165.0,126.0,13.1004,0.2016,168.6,172.4,305.0,39.0
31.0,165.0,121.0,13.068,0.1692,177.2,175.2,622.0,44.0
16.0,148.0,134.0,12.528,1.9152,178.2,180.8,2066.0,14.0
41.0,148.0,84.0,13.3344,0.2016,152.0,158.2,364.0,64.0
43.0,157.0,83.0,13.9752,0.1692,169.4,172.8,427.0,74.0
19.0,154.0,132.0,14.3784,0.1008,192.0,196.6,1319.0,22.0
14.0,155.0,129.0,14.04,0.1008,192.0,198.6,1415.0,26.0
19.0,156.0,130.0,11.052,0.1008,309.4,311.8,113.0,26.0
23.0,158.0,126.0,12.2256,0.0324,315.4,322.2,189.0,32.0
45.0,164.0,96.0,14.31,0.1008,320.0,300.2,251.0,68.0
48.0,158.0,119.0,7.1208,0.0684,165.2,172.0,555.0,39.0
50.0,125.0,93.0,11.8908,0.1332,166.6,174.6,566.0,32.0
26.0,140.0,120.0,11.3184,4.1976,187.4,183.2,1717.0,20.0
22.0,138.0,124.0,10.8504,0.0,182.6,182.8,2494.0,14.0
4.0,173.0,144.0,2.25,5.8788,275.6,274.8,31.0,29.0
92.0,169.0,85.0,11.79,3.492,329.2,336.2,87.0,84.0
19.0,157.0,148.0,13.2012,4.6692,339.2,325.0,149.0,9.0
14.0,182.0,179.0,12.7296,0.0,308.0,303.8,193.0,3.0
3.0,168.0,155.0,13.5036,8.802,264.6,257.0,222.0,13.0
1.0,143.0,143.0,9.7416,9.7416,271.2,270.6,719.0,0.0
61.0,138.0,136.0,11.052,9.306,266.0,183.4,723.0,2.0
30.0,134.0,106.0,11.3544,5.004,185.8,176.0,725.0,28.0
9.0,138.0,129.0,10.6812,8.3988,228.0,232.2,850.0,9.0
5.0,136.0,131.0,12.024,0.234,167.0,170.4,973.0,5.0
82.0,143.0,116.0,12.3624,0.234,165.6,172.8,3419.0,27.0
372.0,138.0,93.0,11.286,0.2016,179.8,182.8,4220.0,45.0
17.0,134.0,115.0,10.8504,0.0,184.2,205.4,4518.0,19.0
12.0,150.0,137.0,11.1168,0.0324,178.4,185.2,4646.0,13.0
25.0,166.0,153.0,11.1528,0.0,168.8,167.6,136.0,13.0
228.0,133.0,77.0,12.06,0.0,186.4,174.8,1026.0,56.0
219.0,145.0,88.0,12.3264,0.0,170.8,171.2,1374.0,57.0
139.0,150.0,73.0,13.4712,0.4716,171.4,175.0,2186.0,77.0
6.0,73.0,74.0,0.0,0.234,175.0,175.2,2188.0,-1.0
38.0,126.0,85.0,11.4552,0.0324,181.4,180.2,2242.0,41.0
39.0,132.0,81.0,11.52,0.1008,175.8,174.6,2364.0,51.0
47.0,144.0,104.0,14.3784,0.0,226.0,231.8,845.0,40.0
539.0,156.0,94.0,14.7132,5.6448,207.6,204.8,1314.0,62.0
26.0,163.0,109.0,14.4432,0.0,163.4,176.4,30.0,54.0
18.0,193.0,146.0,16.4916,0.0,217.4,186.2,120.0,47.0
29.0,165.0,131.0,14.2092,0.2016,206.8,194.4,223.0,34.0
5.0,168.0,160.0,16.0884,8.298,178.6,182.4,264.0,8.0
17.0,166.0,148.0,16.6608,0.3348,180.4,180.6,363.0,18.0
9.0,168.0,162.0,15.4512,2.7864,192.4,188.8,1214.0,6.0
97.0,154.0,82.0,13.572,0.1332,179.2,174.4,902.0,72.0
359.0,147.0,76.0,13.032,0.0684,171.0,169.4,2324.0,71.0
116.0,137.0,76.0,11.9592,0.0,178.8,179.2,2624.0,61.0
602.0,162.0,74.0,13.8384,2.5848,170.0,171.6,489.0,88.0
48.0,178.0,133.0,21.4308,2.6532,179.6,176.0,561.0,45.0
52.0,197.0,128.0,20.1204,0.0,176.8,176.0,638.0,69.0
53.0,164.0,127.0,19.4832,3.1248,170.4,170.8,714.0,37.0
53.0,171.0,130.0,19.7856,0.1692,181.0,175.4,790.0,41.0
50.0,172.0,131.0,19.2132,0.0,176.6,178.8,868.0,41.0
51.0,176.0,136.0,19.0116,4.7376,170.0,182.2,946.0,40.0
52.0,170.0,134.0,19.4832,1.9152,174.0,179.0,1100.0,36.0
50.0,172.0,136.0,18.81,2.3508,178.0,179.2,1178.0,36.0
49.0,170.0,136.0,18.81,0.0,174.6,180.6,1258.0,34.0
52.0,172.0,137.0,19.7856,2.3184,172.8,178.6,1334.0,35.0
50.0,170.0,141.0,19.6848,0.2016,175.4,181.8,1486.0,29.0
471.0,175.0,99.0,21.5316,0.3024,175.6,180.4,1556.0,76.0
240.0,156.0,95.0,12.6648,0.4032,177.2,179.6,1707.0,61.0
17.0,156.0,141.0,14.0076,0.1008,175.8,178.0,1985.0,15.0
28.0,156.0,101.0,14.1084,0.1332,178.2,176.0,139.0,55.0
95.0,140.0,83.0,11.7216,0.0684,167.6,166.2,822.0,57.0
187.0,140.0,68.0,12.8988,0.0324,175.0,172.2,902.0,72.0
28.0,143.0,115.0,12.4272,0.0324,175.8,176.4,1282.0,28.0
14.0,122.0,110.0,11.3868,0.1008,180.2,178.8,1304.0,12.0
166.0,144.0,79.0,11.3184,0.0,189.4,190.0,2471.0,65.0
33.0,147.0,113.0,13.4028,0.0684,170.8,172.8,2988.0,34.0
2.0,162.0,162.0,13.1688,13.1328,174.8,174.6,198.0,0.0
162.0,136.0,64.0,12.3948,0.1008,174.4,175.4,1152.0,72.0
12.0,145.0,133.0,12.06,2.2824,167.0,173.8,2392.0,12.0
200.0,166.0,92.0,12.024,5.2056,179.6,176.8,1652.0,74.0
188.0,146.0,86.0,11.8908,0.0,172.6,172.0,2394.0,60.0
12.0,151.0,137.0,13.536,0.0,175.0,177.2,3197.0,14.0
39.0,146.0,115.0,12.9312,0.0,174.2,173.6,3430.0,31.0
12.0,152.0,114.0,13.4712,0.0324,182.0,182.8,205.0,38.0
86.0,159.0,69.0,12.3264,2.25,179.4,189.0,260.0,90.0
117.0,131.0,62.0,11.2536,0.1692,188.0,177.0,346.0,69.0
282.0,132.0,80.0,11.052,0.2016,183.0,182.4,738.0,52.0
134.0,126.0,63.0,11.3184,0.1332,177.0,179.0,824.0,63.0
230.0,128.0,70.0,10.6128,0.3348,185.4,178.0,1157.0,58.0
180.0,131.0,59.0,9.0036,0.0324,183.0,185.4,1219.0,72.0
197.0,131.0,62.0,11.1168,0.1692,173.0,187.4,1289.0,69.0
40.0,104.0,67.0,9.3708,0.0,194.0,190.0,1309.0,37.0
149.0,142.0,73.0,11.8584,0.27,182.8,183.0,1471.0,69.0
27.0,146.0,124.0,12.8304,0.1008,174.6,177.2,1838.0,22.0
19.0,174.0,115.0,10.782,0.0684,193.8,193.6,35.0,59.0
7.0,158.0,146.0,15.318,0.0,210.8,203.0,136.0,12.0
16.0,160.0,124.0,15.4512,0.0324,180.6,180.6,189.0,36.0
11.0,161.0,135.0,13.302,4.4676,237.4,198.8,343.0,26.0
4.0,138.0,129.0,11.1528,10.8828,181.0,180.6,149.0,9.0
23.0,133.0,114.0,11.3184,0.1692,168.4,171.6,365.0,19.0
134.0,132.0,78.0,11.556,0.0,172.6,172.2,713.0,54.0
24.0,142.0,123.0,12.3948,0.3708,170.8,171.2,1219.0,19.0
1567.0,155.0,99.0,12.9312,5.3064,186.8,187.4,73.0,56.0
2822.0,162.0,84.0,14.6808,5.2056,178.6,182.2,236.0,78.0
176.0,142.0,141.0,11.7216,16.4268,177.6,179.8,287.0,1.0
162.0,156.0,102.0,15.8868,1.5444,176.8,182.2,304.0,54.0
7.0,126.0,127.0,10.4472,6.7176,183.2,182.8,320.0,-1.0
78.0,135.0,126.0,14.0076,6.3828,181.2,179.4,333.0,9.0
39.0,152.0,79.0,11.4552,0.27,186.8,187.8,151.0,73.0
54.0,132.0,75.0,11.6208,0.0,173.0,181.2,306.0,57.0
172.0,138.0,72.0,12.9672,0.1008,178.4,177.4,383.0,66.0
7.0,138.0,133.0,12.8304,0.1008,177.0,176.4,544.0,5.0
165.0,142.0,87.0,12.2616,0.0,173.2,185.4,912.0,55.0
125.0,131.0,71.0,10.7496,0.1332,181.4,180.0,1027.0,60.0
40.0,125.0,84.0,12.2256,0.1008,183.8,184.0,1110.0,41.0
17.0,144.0,127.0,12.5964,0.8064,173.6,175.8,2182.0,17.0
38.0,149.0,110.0,12.564,0.27,175.2,173.8,3000.0,39.0
5.0,171.0,175.0,11.3868,8.1288,191.8,176.0,135.0,-4.0
654.0,164.0,66.0,13.5036,0.1008,194.4,195.8,165.0,98.0
